City,Property_Type,BHK,Size_in_SqFt,Age_of_Property,Furnished_Status,Public_Transport,Nearby_Schools,Nearby_Hospitals,Parking,Security,Price_in_Lakhs,Good_Investment
Mumbai,Apartment,2,1115,2,Unfurnished,Medium,5.0,8,Yes,No,253.97,0
Bangalore,Apartment,2,891,30,Semi-Furnished,Medium,6.0,2,No,Yes,82.93,0
Bangalore,Independent House,2,1046,0,Semi-Furnished,High,10.0,5,Yes,No,131.93,0
Delhi,Apartment,2,924,11,Unfurnished,Medium,5.0,2,Yes,No,162.73,0
Jaipur,Apartment,2,890,38,Semi-Furnished,Medium,2.0,2,Yes,Yes,27.6,1
Pune,Apartment,4,1730,3,Fully-Furnished,Low,,3,No,Yes,137.08,0
Pune,Apartment,2,934,12,Unfurnished,High,7.0,8,Yes,Yes,72.62,1
Bangalore,Apartment,3,1353,33,Semi-Furnished,Low,2.0,7,Yes,Yes,89.47,1
Indore,Apartment,3,1265,20,Semi-Furnished,High,4.0,0,Yes,Yes,60.51,0
Indore,Apartment,4,1849,21,Unfurnished,Medium,8.0,0,Yes,No,54.91,1
Delhi,Villa,2,1049,3,Unfurnished,Medium,10.0,6,No,Yes,145.73,0
Pune,Apartment,3,1402,17,Fully-Furnished,High,4.0,2,Yes,Yes,97.77,1
Bangalore,Apartment,3,1566,4,Unfurnished,High,6.0,6,No,No,174.03,0
Jaipur,Apartment,4,1846,18,Unfurnished,Medium,10.0,8,No,No,72.68,1
Pune,Apartment,2,1043,1,Unfurnished,Low,6.0,2,No,No,94.81,0
Bangalore,Apartment,2,1003,11,Semi-Furnished,High,4.0,2,Yes,Yes,111.53,0
Bangalore,Independent House,2,825,16,Semi-Furnished,Medium,1.0,1,Yes,No,56.08,1
Mumbai,Apartment,4,2145,9,Semi-Furnished,Low,4.0,0,Yes,No,457.65,0
Jaipur,Apartment,4,1804,33,Unfurnished,High,6.0,8,Yes,Yes,58.81,1
Mumbai,Villa,3,1233,5,Fully-Furnished,Low,6.0,5,No,Yes,285.89,0
Delhi,Apartment,4,2023,7,Unfurnished,Low,3.0,5,No,No,251.89,1
Mumbai,Apartment,3,1209,10,Unfurnished,Low,0.0,7,Yes,Yes,302.85,0
Mumbai,Independent House,3,1540,11,Semi-Furnished,Medium,5.0,4,Yes,Yes,465.0,0
Pune,Independent House,3,1254,8,Unfurnished,Medium,2.0,8,Yes,Yes,97.75,0
Indore,Villa,3,1409,1,Fully-Furnished,Medium,10.0,4,Yes,Yes,63.68,0
Bangalore,Apartment,3,1367,7,Fully-Furnished,Medium,4.0,1,No,Yes,91.58,1
Jaipur,Apartment,2,1080,10,Unfurnished,Medium,3.0,5,Yes,Yes,34.42,1
Mumbai,Villa,4,1687,35,Fully-Furnished,Medium,1.0,8,Yes,Yes,347.41,0
Jaipur,Apartment,3,1536,9,Semi-Furnished,Low,6.0,2,Yes,Yes,64.91,0
Indore,Apartment,3,1661,20,Fully-Furnished,High,4.0,3,No,No,75.19,0
Indore,Independent House,3,1378,19,Unfurnished,Low,6.0,7,Yes,No,40.84,1
Mumbai,Apartment,2,887,7,Semi-Furnished,High,8.0,5,No,Yes,221.62,0
Delhi,Villa,4,1934,35,Unfurnished,Low,3.0,6,No,Yes,135.11,1
Mumbai,Apartment,2,1145,28,Fully-Furnished,High,4.0,6,Yes,Yes,230.34,1
Pune,Apartment,3,1396,11,Unfurnished,Low,8.0,3,Yes,Yes,112.66,0
Bangalore,Apartment,3,1504,13,Semi-Furnished,Low,9.0,5,Yes,No,164.85,0
Delhi,Independent House,3,1393,20,Unfurnished,High,10.0,8,Yes,Yes,195.1,0
Mumbai,Apartment,3,1616,21,Unfurnished,High,3.0,2,No,Yes,365.27,0
Jaipur,Apartment,3,1679,20,Semi-Furnished,Medium,4.0,7,Yes,Yes,62.8,1
Delhi,Villa,2,1160,29,Fully-Furnished,High,4.0,6,Yes,No,185.42,0
Delhi,Villa,4,1900,38,Semi-Furnished,Medium,7.0,3,Yes,Yes,213.91,1
Mumbai,Independent House,2,1143,19,Fully-Furnished,High,3.0,2,Yes,Yes,348.51,0
Delhi,Apartment,3,1385,23,Unfurnished,Medium,3.0,6,Yes,No,170.25,1
Jaipur,Apartment,2,1095,22,Semi-Furnished,Medium,6.0,8,Yes,Yes,43.77,1
Indore,Independent House,2,981,6,Semi-Furnished,Medium,10.0,2,Yes,Yes,44.33,0
Delhi,Apartment,3,1668,8,Unfurnished,Medium,4.0,8,Yes,Yes,256.14,0
Indore,Apartment,5,2499,0,,High,5.0,7,Yes,Yes,107.14,0
Jaipur,Apartment,2,1105,25,Semi-Furnished,Low,5.0,2,Yes,Yes,44.75,1
Mumbai,Independent House,4,1736,37,Semi-Furnished,Low,5.0,7,Yes,No,249.5,1
Bangalore,Apartment,2,1120,37,Semi-Furnished,Medium,9.0,3,No,No,89.87,1
Delhi,Villa,3,1246,21,Semi-Furnished,Medium,4.0,5,Yes,Yes,185.65,0
Bangalore,Apartment,4,1953,9,Unfurnished,Low,4.0,1,Yes,Yes,156.17,1
Jaipur,Apartment,2,821,5,Unfurnished,Medium,8.0,7,Yes,Yes,33.85,0
Delhi,Apartment,1,715,16,Semi-Furnished,High,7.0,8,Yes,Yes,99.56,0
Indore,Apartment,3,1215,37,Unfurnished,Low,3.0,6,Yes,Yes,28.18,1
Pune,Apartment,3,1515,23,Unfurnished,Medium,6.0,7,No,Yes,117.92,1
Bangalore,Apartment,3,1435,9,Unfurnished,High,7.0,6,Yes,Yes,129.35,0
Delhi,Apartment,3,1394,7,Semi-Furnished,Medium,8.0,3,Yes,Yes,227.89,0
Bangalore,Villa,3,1264,20,,High,4.0,0,Yes,Yes,111.0,0
Delhi,Independent House,3,1565,5,,High,2.0,2,Yes,Yes,282.03,0
Mumbai,Villa,1,400,20,Semi-Furnished,Medium,3.0,6,Yes,Yes,60.41,1
Indore,Apartment,2,950,38,Unfurnished,Medium,9.0,6,Yes,Yes,24.29,1
Bangalore,Apartment,3,1213,23,Semi-Furnished,Medium,5.0,2,No,No,91.13,1
Pune,Apartment,3,1532,32,Semi-Furnished,Medium,9.0,0,Yes,Yes,130.32,0
Pune,Independent House,4,1846,17,Semi-Furnished,High,10.0,8,Yes,Yes,169.45,0
Jaipur,Independent House,2,896,27,,Medium,4.0,5,No,Yes,34.08,1
Delhi,Independent House,4,1833,31,Unfurnished,Medium,8.0,6,No,Yes,207.78,1
Bangalore,Apartment,2,1069,11,Semi-Furnished,Low,10.0,0,No,No,103.08,0
Jaipur,Apartment,2,1198,26,Unfurnished,Low,10.0,0,Yes,No,39.41,1
Bangalore,Apartment,3,1483,9,Fully-Furnished,Low,2.0,3,Yes,Yes,157.45,0
Delhi,Apartment,2,1169,31,Fully-Furnished,High,1.0,6,No,No,167.1,0
Pune,Apartment,4,1694,25,Semi-Furnished,Medium,5.0,7,Yes,Yes,153.44,0
Mumbai,Independent House,2,1088,24,Unfurnished,Medium,6.0,8,Yes,Yes,175.86,1
Pune,Apartment,2,1094,10,Unfurnished,Medium,4.0,0,No,Yes,85.73,0
Jaipur,Apartment,3,1671,22,Unfurnished,High,0.0,3,Yes,No,60.77,1
Indore,Apartment,2,945,33,Semi-Furnished,Medium,2.0,3,No,Yes,39.61,0
Mumbai,Independent House,3,1350,39,Unfurnished,High,2.0,2,No,No,246.47,1
Jaipur,Apartment,1,586,22,Semi-Furnished,Medium,3.0,6,No,Yes,20.4,1
Delhi,Villa,4,1978,28,Unfurnished,High,9.0,0,Yes,Yes,230.53,1
Mumbai,Independent House,4,1733,30,Fully-Furnished,Medium,5.0,8,Yes,No,377.15,0
Jaipur,Apartment,5,2350,6,Unfurnished,Medium,4.0,7,No,No,74.14,1
Delhi,Apartment,4,1785,39,Fully-Furnished,Medium,0.0,1,No,No,223.57,1
Pune,Apartment,2,798,32,Fully-Furnished,Medium,5.0,1,Yes,No,53.53,1
Indore,Apartment,3,1517,20,Semi-Furnished,Low,8.0,7,Yes,Yes,51.99,1
Delhi,Independent House,2,883,1,Semi-Furnished,Medium,10.0,0,No,Yes,140.34,0
Bangalore,Villa,4,1881,17,Unfurnished,Medium,0.0,6,Yes,Yes,158.1,1
Delhi,Apartment,2,810,32,Semi-Furnished,Low,7.0,8,Yes,Yes,94.02,1
Delhi,Apartment,2,790,36,Unfurnished,High,7.0,2,Yes,No,102.83,1
Indore,Apartment,1,606,33,Unfurnished,Medium,2.0,6,Yes,No,24.54,0
Bangalore,Apartment,2,1055,19,Semi-Furnished,High,8.0,5,No,No,119.94,0
Jaipur,Apartment,2,974,34,Semi-Furnished,Medium,10.0,6,Yes,Yes,34.78,1
Jaipur,Apartment,2,745,17,Semi-Furnished,Medium,10.0,6,Yes,No,35.05,0
Delhi,Apartment,4,2046,23,Unfurnished,Medium,7.0,0,Yes,No,291.37,0
Bangalore,Independent House,3,1462,7,Unfurnished,Medium,2.0,2,Yes,Yes,125.49,1
Bangalore,Apartment,3,1415,29,Unfurnished,High,9.0,0,Yes,Yes,119.35,1
Indore,Apartment,4,1886,9,Unfurnished,Medium,4.0,4,No,No,77.12,0
Pune,Apartment,3,1353,22,Unfurnished,High,2.0,2,Yes,Yes,96.0,1
Jaipur,Independent House,2,951,10,Unfurnished,High,4.0,0,Yes,No,41.88,0
Indore,Apartment,1,570,1,Unfurnished,Medium,8.0,1,Yes,Yes,21.99,0
Mumbai,Apartment,2,928,25,Fully-Furnished,High,3.0,4,Yes,Yes,201.42,0
Jaipur,Apartment,4,1852,35,Unfurnished,Medium,5.0,2,Yes,Yes,62.79,1
Indore,Villa,2,748,32,Semi-Furnished,High,2.0,5,Yes,Yes,29.23,0
Jaipur,Apartment,3,1391,12,Unfurnished,High,2.0,8,Yes,Yes,62.98,0
Pune,Independent House,3,1664,39,Fully-Furnished,Low,4.0,5,Yes,Yes,126.33,1
Mumbai,Independent House,3,1364,24,Semi-Furnished,High,7.0,1,Yes,No,401.4,0
Pune,Villa,3,1410,3,Unfurnished,Medium,7.0,1,No,No,108.25,1
Mumbai,Apartment,3,1512,18,Semi-Furnished,Medium,2.0,7,No,Yes,321.72,0
Delhi,Apartment,3,1402,17,Unfurnished,Medium,7.0,7,Yes,Yes,203.26,0
Indore,Apartment,4,1894,36,Semi-Furnished,Low,10.0,5,Yes,Yes,68.95,1
Mumbai,Independent House,2,834,29,Unfurnished,Medium,7.0,6,No,No,161.43,1
Pune,Apartment,3,1346,18,Fully-Furnished,High,2.0,0,Yes,Yes,103.21,1
Jaipur,Apartment,1,523,22,,Low,9.0,8,No,Yes,17.48,1
Mumbai,Villa,1,421,15,Unfurnished,Medium,9.0,4,Yes,Yes,86.14,0
Indore,Apartment,3,1217,0,Semi-Furnished,Low,1.0,8,Yes,No,43.53,1
Mumbai,Apartment,3,1467,11,Unfurnished,Medium,9.0,1,No,Yes,234.68,1
Bangalore,Apartment,4,1902,23,Fully-Furnished,High,1.0,7,Yes,No,165.61,0
Jaipur,Apartment,5,2218,33,Semi-Furnished,High,8.0,6,Yes,No,79.87,1
Indore,Independent House,4,1778,7,Semi-Furnished,High,6.0,3,No,Yes,65.56,1
Indore,Apartment,3,1541,17,Unfurnished,Medium,5.0,2,No,Yes,76.33,0
Delhi,Apartment,3,1314,4,Fully-Furnished,Medium,6.0,3,Yes,Yes,225.64,0
Pune,Apartment,1,638,25,Semi-Furnished,High,7.0,3,Yes,Yes,53.18,0
Delhi,Villa,2,1192,29,Unfurnished,High,0.0,7,Yes,Yes,181.5,0
Indore,Villa,4,1766,12,Unfurnished,Medium,7.0,3,No,Yes,83.24,0
Jaipur,Apartment,3,1609,18,Unfurnished,Medium,2.0,4,No,No,68.33,0
Mumbai,Apartment,2,735,28,Fully-Furnished,High,2.0,1,No,Yes,187.57,0
Mumbai,Apartment,3,1496,2,Unfurnished,High,5.0,3,No,Yes,324.74,0
Jaipur,Independent House,3,1461,25,Semi-Furnished,Medium,3.0,6,Yes,Yes,50.7,1
Indore,Apartment,3,1390,39,Unfurnished,High,3.0,2,No,Yes,52.27,0
Mumbai,Villa,3,1239,11,Unfurnished,Low,3.0,0,No,Yes,274.15,0
Mumbai,Apartment,3,1516,1,Semi-Furnished,Medium,9.0,7,No,Yes,389.67,0
Mumbai,Apartment,3,1529,10,Fully-Furnished,Medium,8.0,7,Yes,Yes,360.81,0
Pune,Apartment,2,993,27,,Low,7.0,5,No,No,62.3,1
Pune,Independent House,3,1432,17,Fully-Furnished,Low,2.0,6,Yes,Yes,107.92,1
Bangalore,Apartment,2,1174,12,Semi-Furnished,Low,,1,Yes,No,121.13,0
Delhi,Independent House,1,655,36,Unfurnished,Medium,0.0,4,Yes,Yes,70.2,1
Jaipur,Apartment,2,1025,21,Unfurnished,High,0.0,6,Yes,Yes,44.75,0
Jaipur,Apartment,1,625,11,Semi-Furnished,High,3.0,8,Yes,Yes,26.34,0
Jaipur,Apartment,3,1642,1,Fully-Furnished,Medium,5.0,0,No,No,79.9,0
Bangalore,Independent House,3,1392,36,Fully-Furnished,Medium,3.0,2,Yes,Yes,97.3,1
Pune,Apartment,2,1108,6,Unfurnished,High,10.0,5,Yes,Yes,96.96,0
Indore,Independent House,4,1818,25,Unfurnished,Low,10.0,6,Yes,Yes,54.52,1
Indore,Independent House,3,1277,25,Unfurnished,High,2.0,5,No,Yes,34.89,1
Bangalore,Independent House,1,678,23,Fully-Furnished,High,7.0,0,Yes,Yes,73.76,0
Indore,Apartment,2,1074,11,Fully-Furnished,Low,7.0,3,Yes,No,46.59,0
Jaipur,Villa,4,1903,15,Semi-Furnished,High,5.0,5,Yes,Yes,89.11,0
Delhi,Villa,2,982,22,Unfurnished,High,,7,Yes,No,114.8,1
Mumbai,Apartment,3,1360,39,Semi-Furnished,Low,9.0,3,No,Yes,190.54,1
Pune,Apartment,3,1548,8,Semi-Furnished,Low,0.0,6,No,Yes,168.63,0
Pune,Apartment,3,1486,31,Unfurnished,Low,7.0,2,No,Yes,59.26,1
Bangalore,Apartment,5,2230,14,Semi-Furnished,Medium,5.0,7,Yes,Yes,170.42,1
Pune,Apartment,2,779,36,Unfurnished,Medium,0.0,0,Yes,Yes,68.65,0
Jaipur,Apartment,2,819,12,Unfurnished,Medium,3.0,3,Yes,No,46.84,0
Indore,Apartment,2,786,4,Fully-Furnished,Medium,4.0,7,Yes,Yes,43.13,0
Jaipur,Apartment,2,1132,10,Semi-Furnished,High,6.0,3,Yes,No,58.63,0
Bangalore,Apartment,4,1690,9,Unfurnished,Medium,7.0,1,Yes,No,137.38,1
Jaipur,Apartment,2,837,12,Semi-Furnished,Low,8.0,1,Yes,Yes,26.07,1
Indore,Apartment,4,1695,40,Unfurnished,Medium,5.0,3,No,No,54.67,1
Delhi,Apartment,3,1264,14,Semi-Furnished,Medium,9.0,3,No,Yes,161.49,1
Bangalore,Apartment,2,806,6,Semi-Furnished,Medium,8.0,1,Yes,Yes,94.38,0
Delhi,Apartment,1,549,39,Semi-Furnished,Medium,3.0,6,Yes,Yes,47.82,1
Mumbai,Apartment,1,639,27,Semi-Furnished,Low,7.0,5,No,Yes,121.04,1
Delhi,Villa,2,984,31,Unfurnished,High,2.0,2,Yes,No,147.83,0
Mumbai,Apartment,2,1182,34,Unfurnished,High,3.0,7,No,No,257.51,0
Mumbai,Villa,4,1788,14,Semi-Furnished,Medium,9.0,7,Yes,Yes,425.64,0
Delhi,Apartment,3,1570,35,Unfurnished,Medium,3.0,0,No,Yes,195.55,1
Bangalore,Apartment,2,914,20,Semi-Furnished,Medium,5.0,2,No,Yes,81.77,0
Indore,Apartment,3,1413,5,Unfurnished,High,8.0,4,Yes,No,67.27,0
Jaipur,Apartment,4,1911,0,Unfurnished,Medium,5.0,1,Yes,Yes,90.39,0
Jaipur,Villa,4,2000,3,Unfurnished,High,0.0,4,Yes,Yes,100.79,0
Indore,Apartment,2,1124,10,Fully-Furnished,Medium,4.0,2,No,No,47.58,0
Mumbai,Apartment,3,1633,25,Unfurnished,Medium,8.0,8,Yes,Yes,287.73,1
Mumbai,Apartment,4,1806,36,Semi-Furnished,Medium,4.0,0,Yes,No,260.84,1
Bangalore,Apartment,1,647,22,Unfurnished,High,5.0,3,Yes,Yes,47.44,1
Pune,Independent House,2,1045,28,Unfurnished,High,2.0,5,No,No,75.23,1
Delhi,Villa,4,2138,20,Semi-Furnished,Low,7.0,8,No,Yes,276.42,1
Mumbai,Apartment,2,1130,26,Semi-Furnished,Medium,9.0,2,Yes,Yes,188.33,1
Jaipur,Apartment,1,400,38,Semi-Furnished,Medium,10.0,2,Yes,No,12.31,1
Bangalore,Apartment,3,1202,39,Fully-Furnished,Medium,3.0,4,Yes,No,92.61,1
Delhi,Independent House,4,1700,12,Unfurnished,High,3.0,6,Yes,No,290.15,0
Bangalore,Apartment,3,1253,22,Unfurnished,High,10.0,4,Yes,Yes,76.1,1
Delhi,Apartment,3,1536,15,Fully-Furnished,High,4.0,7,Yes,No,217.91,0
Delhi,Independent House,3,1625,29,Unfurnished,High,9.0,4,No,Yes,222.72,1
Indore,Apartment,2,1108,3,Semi-Furnished,Medium,8.0,6,Yes,Yes,54.52,0
Mumbai,Apartment,2,1042,39,Semi-Furnished,High,7.0,5,No,Yes,263.67,0
Bangalore,Independent House,3,1311,15,Unfurnished,High,6.0,1,Yes,No,116.12,0
Bangalore,Apartment,3,1321,30,Semi-Furnished,Medium,4.0,2,Yes,No,102.27,1
Indore,Apartment,3,1272,24,Unfurnished,High,8.0,3,Yes,Yes,46.07,1
Jaipur,Apartment,3,1288,11,Unfurnished,Low,,4,Yes,Yes,53.18,0
Jaipur,Apartment,2,951,25,Unfurnished,High,9.0,8,Yes,Yes,39.02,0
Mumbai,Apartment,3,1550,36,Fully-Furnished,Medium,9.0,5,No,Yes,304.66,1
Mumbai,Independent House,3,1490,32,Unfurnished,Medium,1.0,0,Yes,Yes,211.77,1
Pune,Apartment,1,716,27,Semi-Furnished,Medium,,2,Yes,No,40.2,1
Indore,Villa,2,1094,8,Fully-Furnished,Medium,7.0,6,No,Yes,51.66,0
Jaipur,Independent House,3,1287,11,Semi-Furnished,Low,0.0,7,Yes,No,52.4,1
Delhi,Apartment,2,1036,4,Semi-Furnished,Low,4.0,6,Yes,Yes,170.21,0
Bangalore,Apartment,3,1505,27,Semi-Furnished,Medium,7.0,4,Yes,Yes,130.03,1
Mumbai,Apartment,3,1223,34,Unfurnished,Medium,1.0,7,No,Yes,168.13,1
Bangalore,Independent House,3,1318,4,Semi-Furnished,High,,8,No,No,170.87,0
Bangalore,Independent House,2,1090,33,,High,7.0,6,Yes,Yes,94.62,1
Pune,Apartment,1,453,33,Fully-Furnished,Medium,9.0,8,Yes,No,30.71,1
Jaipur,Villa,1,430,12,Fully-Furnished,High,8.0,0,No,Yes,19.98,0
Mumbai,Apartment,3,1486,38,Fully-Furnished,Medium,6.0,8,No,Yes,231.31,1
Bangalore,Independent House,3,1357,13,Fully-Furnished,High,7.0,2,Yes,Yes,150.95,0
Mumbai,Apartment,3,1425,10,Semi-Furnished,Low,4.0,5,No,No,289.05,1
Delhi,Apartment,3,1304,37,Semi-Furnished,Medium,0.0,7,Yes,No,208.17,0
Pune,Independent House,3,1336,3,Fully-Furnished,Medium,3.0,2,Yes,Yes,134.64,0
Delhi,Apartment,3,1638,32,Unfurnished,Low,1.0,3,Yes,Yes,243.99,0
Mumbai,Apartment,3,1428,6,Fully-Furnished,High,2.0,6,Yes,Yes,313.51,0
Mumbai,Apartment,3,1666,40,Unfurnished,High,,6,Yes,Yes,285.91,1
Jaipur,Apartment,3,1319,7,Semi-Furnished,Medium,8.0,3,No,Yes,67.68,0
Bangalore,Apartment,2,1130,36,Semi-Furnished,Medium,,8,Yes,Yes,96.18,1
Bangalore,Independent House,3,1328,9,Fully-Furnished,High,3.0,2,Yes,Yes,144.02,0
Delhi,Apartment,2,916,14,Unfurnished,High,1.0,7,Yes,No,113.98,1
Pune,Apartment,2,1098,37,Semi-Furnished,Medium,2.0,7,No,Yes,51.33,1
Indore,Villa,3,1321,14,,Medium,2.0,3,No,No,49.14,1
Bangalore,Apartment,3,1316,4,Unfurnished,Medium,6.0,6,Yes,Yes,118.78,0
Jaipur,Apartment,3,1207,28,Semi-Furnished,Medium,7.0,3,Yes,Yes,48.36,1
Delhi,Villa,1,695,18,Semi-Furnished,Low,10.0,0,Yes,Yes,72.64,1
Delhi,Independent House,3,1505,9,Semi-Furnished,Medium,5.0,0,Yes,Yes,194.66,1
Indore,Apartment,3,1584,11,Unfurnished,High,3.0,0,Yes,No,67.67,0
Jaipur,Villa,4,1907,3,Semi-Furnished,Medium,5.0,1,Yes,Yes,96.25,0
Pune,Apartment,3,1427,30,Semi-Furnished,High,10.0,5,No,Yes,116.19,0
Jaipur,Independent House,3,1251,17,Unfurnished,High,0.0,4,Yes,Yes,51.76,0
Pune,Apartment,2,845,15,Unfurnished,High,9.0,1,Yes,No,58.02,1
Jaipur,Villa,4,1847,39,Fully-Furnished,Low,7.0,7,Yes,Yes,77.43,0
Jaipur,Apartment,3,1349,35,Semi-Furnished,High,0.0,8,Yes,Yes,60.31,0
Mumbai,Independent House,3,1327,24,Semi-Furnished,Low,4.0,6,Yes,Yes,227.81,1
Delhi,Villa,2,1148,22,Unfurnished,Medium,1.0,8,Yes,No,168.15,0
Jaipur,Villa,2,1123,11,Unfurnished,Medium,5.0,3,No,Yes,46.71,0
Indore,Apartment,3,1525,33,Unfurnished,Medium,8.0,6,Yes,No,43.91,1
Jaipur,Apartment,2,841,35,Unfurnished,High,4.0,4,Yes,Yes,36.78,0
Bangalore,Apartment,4,1900,36,Semi-Furnished,High,3.0,4,Yes,Yes,162.89,1
Delhi,Villa,4,1813,2,Semi-Furnished,Low,1.0,2,No,Yes,250.8,0
Bangalore,Apartment,2,1108,8,Semi-Furnished,Medium,2.0,8,Yes,Yes,84.98,1
Delhi,Independent House,2,904,17,Unfurnished,Medium,5.0,4,No,No,100.04,1
Bangalore,Independent House,1,444,34,Semi-Furnished,Medium,7.0,5,Yes,Yes,39.73,0
Jaipur,Apartment,2,749,33,Unfurnished,High,7.0,2,Yes,Yes,31.18,0
Jaipur,Independent House,3,1542,40,Unfurnished,Medium,,6,No,No,43.48,1
Mumbai,Apartment,3,1376,13,Fully-Furnished,High,4.0,8,Yes,Yes,277.42,1
Indore,Apartment,3,1447,3,Semi-Furnished,Low,9.0,8,Yes,Yes,74.58,0
Bangalore,Apartment,1,512,28,Semi-Furnished,Medium,2.0,4,Yes,No,45.45,0
Pune,Apartment,2,1092,40,Unfurnished,Medium,6.0,6,No,Yes,83.34,1
Mumbai,Villa,4,1797,14,Fully-Furnished,Medium,5.0,2,Yes,Yes,496.37,0
Bangalore,Apartment,3,1212,27,Semi-Furnished,Medium,0.0,5,Yes,Yes,87.21,1
Bangalore,Apartment,2,741,15,Semi-Furnished,High,3.0,7,Yes,Yes,91.63,0
Mumbai,Villa,3,1205,11,Unfurnished,High,5.0,7,Yes,Yes,224.18,1
Jaipur,Villa,2,942,4,Fully-Furnished,Medium,10.0,1,Yes,No,51.41,0
Bangalore,Apartment,3,1383,33,Fully-Furnished,Medium,5.0,5,Yes,Yes,115.96,1
Jaipur,Independent House,3,1258,0,Fully-Furnished,Low,10.0,6,Yes,Yes,66.77,0
Mumbai,Apartment,3,1467,38,Unfurnished,Low,2.0,6,Yes,No,229.22,1
Jaipur,Apartment,2,763,31,Unfurnished,Medium,5.0,2,Yes,Yes,30.25,1
Delhi,Apartment,2,1071,25,,Low,9.0,8,Yes,No,156.23,0
Pune,Apartment,4,1686,16,Unfurnished,High,5.0,1,Yes,Yes,163.42,0
Bangalore,Independent House,1,708,26,Fully-Furnished,High,8.0,2,No,Yes,68.03,0
Indore,Apartment,2,849,23,Unfurnished,High,8.0,1,No,Yes,27.09,1
Pune,Villa,3,1330,34,Unfurnished,Medium,1.0,8,Yes,Yes,85.97,1
Jaipur,Apartment,3,1365,38,Unfurnished,High,3.0,3,No,No,54.63,1
Bangalore,Apartment,2,1054,25,,Medium,8.0,1,No,No,93.43,0
Jaipur,Independent House,2,1139,37,,Medium,3.0,2,Yes,Yes,46.28,1
Delhi,Villa,3,1463,22,Semi-Furnished,High,7.0,3,Yes,No,192.32,1
Mumbai,Apartment,3,1590,21,Semi-Furnished,Medium,9.0,5,Yes,Yes,276.12,1
Bangalore,Apartment,2,822,3,Unfurnished,Low,2.0,4,No,No,61.71,1
Delhi,Apartment,3,1396,8,Unfurnished,High,2.0,2,Yes,No,208.93,0
Delhi,Apartment,4,1855,3,Unfurnished,High,8.0,7,Yes,Yes,304.58,0
Bangalore,Villa,3,1204,6,Unfurnished,High,10.0,7,Yes,Yes,125.69,0
Jaipur,Villa,2,818,22,Semi-Furnished,Medium,9.0,6,No,No,26.43,1
Indore,Apartment,2,800,1,Semi-Furnished,Medium,7.0,2,Yes,Yes,28.62,1
Delhi,Independent House,2,1186,23,Semi-Furnished,High,0.0,0,No,No,155.57,1
Pune,Apartment,3,1664,39,Semi-Furnished,Low,9.0,4,No,Yes,136.56,0
Delhi,Apartment,3,1234,30,Unfurnished,Medium,1.0,0,Yes,Yes,143.11,1
Indore,Apartment,3,1326,30,Fully-Furnished,Medium,,5,Yes,Yes,37.92,1
Jaipur,Apartment,2,851,39,,Medium,10.0,6,Yes,Yes,34.73,1
Jaipur,Apartment,3,1643,33,Fully-Furnished,Medium,1.0,4,No,Yes,65.33,1
Pune,Apartment,2,792,23,,Low,2.0,3,No,Yes,45.41,1
Delhi,Apartment,2,1048,25,Fully-Furnished,Low,7.0,1,No,Yes,132.07,1
Jaipur,Apartment,3,1502,15,Fully-Furnished,Medium,10.0,4,Yes,No,65.36,0
Indore,Independent House,1,434,12,Fully-Furnished,Low,10.0,8,Yes,Yes,16.82,0
Bangalore,Apartment,3,1320,14,Unfurnished,Medium,5.0,3,Yes,No,130.89,0
Mumbai,Apartment,2,834,26,Semi-Furnished,High,6.0,1,Yes,Yes,190.37,0
Mumbai,Villa,3,1257,3,Fully-Furnished,Medium,9.0,5,No,No,309.85,0
Mumbai,Independent House,2,1109,15,Semi-Furnished,Medium,9.0,7,Yes,No,267.61,0
Delhi,Independent House,4,2092,29,,High,5.0,1,Yes,Yes,275.86,1
Pune,Apartment,2,1093,29,Fully-Furnished,Low,0.0,8,Yes,No,72.77,1
Jaipur,Apartment,4,1987,35,Unfurnished,Medium,10.0,6,Yes,Yes,73.91,1
Bangalore,Apartment,3,1485,2,Semi-Furnished,Medium,2.0,1,Yes,Yes,151.43,0
Indore,Apartment,2,929,21,Semi-Furnished,High,0.0,4,Yes,No,28.68,1
Bangalore,Independent House,3,1382,21,,High,9.0,4,No,Yes,169.89,0
Indore,Apartment,2,1128,11,Unfurnished,High,8.0,6,Yes,Yes,38.56,1
Delhi,Apartment,3,1347,20,Semi-Furnished,High,8.0,4,Yes,Yes,217.64,0
Mumbai,Apartment,2,964,3,Semi-Furnished,Low,4.0,5,Yes,No,224.97,0
Delhi,Apartment,4,1926,30,Semi-Furnished,Low,3.0,8,No,No,141.78,1
Pune,Villa,3,1620,30,Semi-Furnished,Medium,8.0,2,Yes,Yes,122.6,1
Pune,Apartment,3,1263,22,Fully-Furnished,Low,8.0,2,No,No,123.5,0
Indore,Apartment,4,1942,19,Fully-Furnished,High,2.0,7,Yes,No,74.38,0
Jaipur,Apartment,3,1280,14,Unfurnished,Medium,4.0,5,Yes,No,37.74,1
Jaipur,Apartment,4,1689,22,Unfurnished,Low,2.0,2,Yes,Yes,61.57,1
Indore,Apartment,3,1265,27,Unfurnished,High,9.0,1,Yes,No,49.0,0
Pune,Apartment,3,1408,15,Unfurnished,Low,1.0,1,No,No,102.11,1
Pune,Apartment,3,1217,36,Semi-Furnished,Medium,0.0,1,Yes,Yes,73.02,1
